158,VoltaRedonda,Brazil
159,RiodeJaneiro,Brazil
160,Goiânia,Brazil
161,Santos,Brazil
162,Macapá,Brazil
163,BeloHorizonte,Brazil
164,SalvadordaBahia,Brazil
165,SãoLourençodaMata,Brazil
166,RiodeJaneiro,Brazil
167,BandarSeriBegawan,Brunei
168,Razgrad,Bulgaria
169,Sofia,Bulgaria
170,Burgas,Bulgaria
171,Sofia,Bulgaria
172,Dupnitsa,Bulgaria
173,Sofia,Bulgaria
174,Plovdiv,Bulgaria
175,Blagoevgrad,Bulgaria
176,Burgas,Bulgaria
177,Plovdiv,Bulgaria
178,Sofia,Bulgaria
179,Lovech,Bulgaria
180,Plovdiv,Bulgaria
181,Sofia,Bulgaria
182,Varna,Bulgaria
183,Sofia,Bulgaria
184,Ouagadougou,BurkinaFaso
185,Yangon,Burma
186,Mandalay,Burma
187,Yangon,Burma
188,Bujumbura,Burundi
189,Thimphu,Butan
190,PhnomPenh,Cambodia
191,Bafoussam,Cameroon
192,Vancouver,Canada
193,Toronto,Canada
194,Edmonton,Canada
195,Winnipeg,Canada
196,Toronto,Canada
197,Calgary,Canada
198,Regina,Canada
199,Montreal,Canada
200,Toronto,Canada
201,Montreal,Canada
202,Regina,Canada
203,Ottawa,Canada
204,Hamilton,Canada
205,LaFlorida,Chile
206,Talcahuano,Chile
207,Arica,Chile
208,Rancagua,Chile
209,Valparaiso,Chile
210,Coquimbo,Chile
211,Temuco,Chile
212,Santiago,Chile
213,Curicó,Chile
214,LaSerena,Chile
215,Quillota,Chile
216,Copiapó,Chile
217,Santiago,Chile
218,Concepción,Chile
219,Santiago,Chile
220,Chillán,Chile
221,Pelluhue,Chile
222,Antofagasta,Chile
223,PuertoMontt,Chile
224,Santiago,Chile
225,ViñadelMar,Chile
226,Calama,Chile
227,Shenzhen,China
228,Beijing,China
229,Foshan,China
230,Dalian,China
231,Daqing,China
232,Guangzhou,China
233,Nanning,China
234,Fuzhou,China
235,Hefei,China
236,Yinchuan,China
237,Hohhot,China
238,Shanghai,China
239,Guangzhou,China
240,Huizhou,China
241,Jiangyin,China
242,Jinan,China
243,Lhasa,China
244,Shenzhen,China
245,Macau,China
246,Nanchang,China
247,Nanjing,China
248,Nantong,China
249,Ordos,China
250,Dalian,China
251,Qinhuangdao,China
252,Panjin,China
253,Jinan,China
254,Shanghai,China
255,Taiyuan,China
256,Shaoxing,China
257,Shenyang,China
258,Shenzhen,China
259,Suining,China
260,Tianjin,China
261,Guangzhou,China
262,Tianjin,China
263,Tongling,China
264,Beijing,China
265,Wuhan,China
266,Wuzhou,China
267,Yancheng,China
268,Shanghai,China
269,Guangzhou,China
270,Zhanjiang,China
271,Zhenjiang,China
272,Zibo,China
273,Medellín,Colombia
274,Cúcuta,Colombia
275,Pereira,Colombia
276,Cartagena,Colombia
277,Baranquilla,Colombia
278,Bogotá,Colombia
279,Manizales,Colombia
280,Cali,Colombia
281,Brazzaville,Congo
282,Alajuela,CostaRica
283,Puntarenas,CostaRica
284,SanJosé,CostaRica
285,Pula,Croatia
286,Karlovac,Croatia
287,Vinkovci,Croatia
288,Imotski,Croatia
289,Koprivnica,Croatia
290,Osijek,Croatia
291,Rijeka,Croatia
292,Zaprešić,Croatia
293,Velika,Croatia
294,Zagreb,Croatia
295,Rijeka,Croatia
296,Varaždin,Croatia
297,Split,Croatia
298,VelikaGorica,Croatia
299,Rijeka,Croatia
300,Čakovec,Croatia
301,Pula,Croatia
302,Zadar,Croatia
303,Zagreb,Croatia
304,Šibenik,Croatia
305,Žrnovnica,Croatia
306,Larnaca,Cyprus
307,Nicosia,Cyprus
308,Paphos,Cyprus
309,Paralimni,Cyprus
310,Limassol,Cyprus
311,Larnaca,Cyprus
312,Olomouc,CzechRepublic
313,JablonecnadNisou,CzechRepublic
314,Prague,CzechRepublic
315,Pilzno,CzechRepublic
316,Prague,CzechRepublic
317,Zlín,CzechRepublic
318,Pardubice,CzechRepublic
319,Brno,CzechRepublic
320,Karvina,CzechRepublic
321,Liberec,CzechRepublic
322,MladáBoleslav,CzechRepublic
323,Znojmo,CzechRepublic
324,Příbram,CzechRepublic
325,Teplice,CzechRepublic
326,Pardubice,CzechRepublic
327,Olomouc,CzechRepublic
328,Sokolov,CzechRepublic
329,Havirov,CzechRepublic
330,Prague,CzechRepublic
331,Drnovice,CzechRepublic
332,Kladno,CzechRepublic
333,Most,CzechRepublic
334,Prague,CzechRepublic
335,UherskéHradiště,CzechRepublic
336,CzeskieBudziejowice,CzechRepublic
337,Chomutov,CzechRepublic
338,Liberec,CzechRepublic
339,Jihlava,CzechRepublic
340,Prague,CzechRepublic
341,Ostrava,CzechRepublic
342,HradecKrálové,CzechRepublic
343,Aalborg,Denmark
344,Randers,Denmark
345,Esbjerg,Denmark
346,Brøndby,Denmark
347,Horsens,Denmark
348,Århus,Denmark
349,Hobro,Denmark
350,Odense,Denmark
351,Søborg,Denmark
352,Helsingør,Denmark
353,Silkeborg,Denmark
354,Lyngby,Denmark
355,Herning,Denmark
356,Næstved,Denmark
357,Farum,Denmark
358,Slagelse,Denmark
359,Kopenhagen,Denmark
360,Haderslev,Denmark
361,Kopenhagen,Denmark
362,Guayaquil,Ecuador
363,Quito,Ecuador
364,BorgEl-Arab,Egypt
365,Cairo,Egypt
366,Alexandria,Egypt
367,Cairo,Egypt
368,PortSaid,Egypt
369,Peterborough,England
370,Chaltenham,England
371,Cambridge,England
372,Manchester,England
373,Wycombe,England
374,Kidderminster,England
375,Birmingham,England
376,Crewe,England
377,Brighton&Hove,England
378,Liverpool,England
379,Bristol,England
380,Walsall,England
381,Stoke-on-Trent,England
382,Blackpool,England
383,Grimsby,England
384,London,England
385,Oldham,England
386,Sheffield,England
387,Bristol,England
388,Manchester,England
389,Carlisle,England
390,Norwich,England
391,Crawley,England
392,Nottingham,England
393,Colchester,England
394,Swindon,England
395,London,England
396,Darlington,England
397,Matlock,England
398,Preston,England
399,Wigan,England
400,Leeds,England
401,London,England
402,Manchester,England
403,Hyde,England
404,Blackburn,England
405,Portsmouth,England
406,Bury,England
407,Scunthorpe,England
408,Morecambe,England
409,Liverpool,England
410,London,England
411,Fleetwood,England
412,Sheffield,England
413,Plymouth,England
414,Yeovil,England
415,Huddersfield,England
416,Oxford,England
417,Hull,England
418,Doncaster,England
419,Luton,England
420,Leicester,England
421,London,England
422,Bolton,England
423,Reading,England
424,London,England
425,Nottingham,England
426,Southport,England
427,MedlarwithWesham,England
428,Wolverhampton,England
429,Shrewsbury,England
430,Salford,England
431,Macclesfield,England
432,Rotherham,England
433,Barnsley,England
434,Manchester,England
435,Mansfield,England
436,Northfleet,England
437,BurtonuponTrent,England
438,Torquay,England
439,Ipswich,England
440,Birkenhead,England
441,Derby,England
442,Gillingham,England
443,Dartford,England
444,Chesterfield,England
445,Coventry,England
446,Middlesbrough,England
447,Southend-on-Sea,England
448,Sheffield,England
449,London,England
450,Lincoln,England
451,Grantham,England
452,Rochdale,England
453,Exeter,England
454,Birmingham,England
455,Newcastle,England
456,Southampton,England
457,MiltonKeynes,England
458,Sunderland,England
459,London,England
460,Chester,England
461,Ashton-under-Lyne,England
462,London,England
463,Lewes,England
464,WestBromwich,England
465,London,England
466,Nailsworth,England
467,Northampton,England
468,London,England
469,StHelens,England
470,Burnley,England
471,London,England
472,Barnet,England
473,Stoke-on-Trent,England
474,Bradford,England
475,Watford,England
476,Hartlepool,England
477,London,England
478,Birmingham,England
479,Bournemouth,England
480,London,England
481,Accrington,England
482,London,England
483,Bata,EquatorialGuinea
484,Malabo,EquatorialGuinea
485,Asmara,Eritrea
486,Tallinn,Estonia
487,Valga,Estonia
488,Eiði,FaroeIslands
489,Fuglafjørður,FaroeIslands
490,Tórshavn,FaroeIslands
491,Toftir,FaroeIslands
492,Skala,FaroeIslands
493,Argir,FaroeIslands
494,Toftir,FaroeIslands
495,Tórshavn,FaroeIslands
496,Klaksvík,FaroeIslands
497,Lahti,Finland
498,Vantaa,Finland
499,Helsinki,Finland
500,Tampere,Finland
501,Helsinki,Finland
502,Turku,Finland
503,Nice,France
504,Lyon,France
505,Bordeaux,France
506,Lyon,France
507,LeMans,France
508,Marseille,France
509,Paris,France
510,Annecy,France
511,Rennes,France
512,Furiani,France
513,Montbéliard,France
514,Reims,France
515,Saint-Ouen,France
516,Lens,France
517,Bordeaux,France
518,Amiens,France
519,Saint-Denis,France
520,Schiltigheim,France
521,Auxerre,France
522,Troyes,France
523,Calais,France
524,Mulhouse,France
525,Nantes,France
526,Boulogne-sur-Mer,France
527,Béziers,France
528,Strasburg,France
529,Montpellier,France
530,Guingamp,France
531,Grenoble,France
532,Nîmes,France
533,Valenciennes,France
534,Lorient,France
535,Nice,France
536,Laval,France
537,Brest,France
538,Ajaccio,France
539,Clermont-Ferrand,France
540,Dijon,France
541,Saint-Étienne,France
542,Paris,France
543,LeHavre,France
544,LeMans,France
545,Lille,France
546,Sedan,France
547,Monaco,France
548,Nancy,France
549,Nantes,France
550,Dunkerque,France
551,Caen,France
552,Valenciennes,France
553,LeHavre,France
554,Cannes,France
555,Lille,France
556,Niort,France
557,Metz,France
558,Saint-Avold,France
559,Paris,France
560,Montpellier,France
561,Toulouse,France
562,Grande-Synthe,France
563,Paris,France
564,Oyem,Gabon
565,Franceville,Gabon
566,Libreville,Gabon
567,Port-Gentil,Gabon
568,Bakau,Gambia
569,Tbilisi,Georgia
570,Kutaisi,Georgia
571,Chiatura,Georgia
572,Leipzig,Germany
573,Munich,Germany
574,Berlin,Germany
575,Ingolstadt,Germany
576,Kassel,Germany
577,Leverkusen,Germany
578,Paderborn,Germany
579,Moenchengladbach,Germany
580,Wiesbaden,Germany
581,Moguncja,Germany
582,Mannhiem,Germany
583,FrankfurtnadMenem,Germany
584,Regensburg,Germany
585,Sinsheim,Germany
586,Rostock,Germany
587,Ulm,Germany
588,Braunschweig,Germany
589,Neunkirchen,Germany
590,Halle,Germany
591,Jena,Germany
592,Aue,Germany
593,Würzburg,Germany
594,Heilbronn,Germany
595,FrankfurtnadMenem,Germany
596,Cologne,Germany
597,Hildesheim,Germany
598,Berlin,Germany
599,Kaiserslautern,Germany
600,Stuttgart,Germany
601,Moenchengladbach,Germany
602,Krefeld,Germany
603,Munich,Germany
604,Bayreuth,Germany
605,Sandhausen,Germany
606,Hanover,Germany
607,Paderborn,Germany
608,Kiel,Germany
609,Göttingen,Germany
610,Regensburg,Germany
611,Siegen,Germany
612,Lübeck,Germany
613,Bochum,Germany
614,Herford,Germany
615,Saarbrücken,Germany
616,Nuremberg,Germany
617,Magdeburg,Germany
618,Aspach,Germany
619,Stuttgart,Germany
620,Darmstadt,Germany
621,Düsseldorf,Germany
622,Hamburg,Germany
623,Berlin,Germany
624,Munich,Germany
625,Moguncja,Germany
626,Osnabrück,Germany
627,Aalen,Germany
628,Münster,Germany
629,Leipzig,Germany
630,Mannhiem,Germany
631,Cologne,Germany
632,Augsburg,Germany
633,Moenchengladbach,Germany
634,Dresden,Germany
635,Duisburg,Germany
636,Crailsheim,Germany
637,Bielefeld,Germany
638,Freiburg,Germany
639,Mannhiem,Germany
640,Dortmund,Germany
641,OffenbachamMain,Germany
642,Cologne,Germany
643,Fürth,Germany
644,Wuppertal,Germany
645,Chemnitz,Germany
646,Chociebuż,Germany
647,Essen,Germany
648,Oberhausen,Germany
649,Koblenz,Germany
650,Dortmund,Germany
651,Zwickau,Germany
652,Erfurt,Germany
653,Cologne,Germany
654,Aachen,Germany
655,Rheda-Wiedenbrück,Germany
656,Gelsenkirchen,Germany
657,Wolfsburg,Germany
658,Heidenheim,Germany
659,Hamburg,Germany
660,Wolfsburg,Germany
661,Bochum,Germany
662,Homburg,Germany
663,Weismain,Germany
664,Siegburg,Germany
665,Bremen,Germany
666,Karlsruhe,Germany
667,Schweinfurt,Germany
668,Sinsheim,Germany
669,Augsburg,Germany
670,Accra,Ghana
671,Tamale,Ghana
672,Kumasi,Ghana
673,CapeCoast,Ghana
674,Sekondi-Takoradi,Ghana
675,Gibraltar,Gibraltar
676,Larissa,Greece
677,Véroia,Greece
678,Trípoli,Greece
679,Níkaia,Greece
680,Iraklio,Greece
681,Peiraiefs,Greece
682,Petras,Greece
683,Vólos,Greece
684,Larissa,Greece
685,Athens,Greece
686,Fyli,Greece
687,Athens,Greece
688,Thessaloniki,Greece
689,Kalamariá,Greece
690,Kavala,Greece
691,Korfu,Greece
692,Thessaloniki,Greece
693,Komotini,Greece
694,Livadéia,Greece
695,Athens,Greece
696,Iraklio,Greece
697,Peristeri,Greece
698,Serres,Greece
699,Pigádhia,Greece
700,Athens,Greece
701,Aíyaleo,Greece
702,Thessaloniki,Greece
703,Vólos,Greece
704,Nuuk,Greenland
705,Tasiilaq,Greenland
706,Mazatenango,Guatemala
707,GuatemalaCity,Guatemala
708,Quetzaltenango,Guatemala
709,GuatemalaCity,Guatemala
710,Petapa,Guatemala
711,Antigua,Guatemala
712,Comayagua,Honduras
713,SanPedroSula,Honduras
714,LaCeiba,Honduras
715,SanPedroSula,Honduras
716,Tegucigalpa,Honduras
717,HongKong,HongKong
718,Budapest,Hungary
719,Dunaújváros,Hungary
720,Győr,Hungary
721,Budapest,Hungary
722,Szombathely,Hungary
723,Budapest,Hungary
724,Sopron,Hungary
725,Vác,Hungary
726,Debrecen,Hungary
727,Felcsút,Hungary
728,Budapest,Hungary
729,Debrecen,Hungary
730,Budapest,Hungary
731,Százhalombatta,Hungary
732,Zalaegerszeg,Hungary
733,Reykjavík,Iceland
734,Heimaey,Iceland
735,Reykjavík,Iceland
736,Hafnarfjordur,Iceland
737,Kópavogur,Iceland
738,Reykjavík,Iceland
739,Akranes,Iceland
740,Garðabær,Iceland
741,Reykjavík,Iceland
742,Bangalore,India
743,Mumbai,India
744,Palakkad,India
745,NewDelhi,India
746,Kochi,India
747,Kozhikode,India
748,Coimbatore,India
749,Ahmedabad,India
750,Kolkata,India
751,Jakarta,Indonesia
752,Surabaya,Indonesia
753,Tenggarong,Indonesia
754,TelukKuantan,Indonesia
755,Banyuwangi,Indonesia
756,Gianyar,Indonesia
757,Malang,Indonesia
758,Palembang,Indonesia
759,Malang,Indonesia
760,Cibinong,Indonesia
761,samarinda,Indonesia
762,Bandung,Indonesia
763,samarinda,Indonesia
764,Pekanbaru,Indonesia
765,Tehran,Iran
766,Mashhad,Iran
767,Tabriz,Iran
768,Basrah,Iraq
769,Erbil,Iraq
770,Karbala,Iraq
771,Dublin,Ireland
772,Longford,Ireland
773,Tallaght,Ireland
774,Sligo,Ireland
775,Limerick,Ireland
776,Dublin,Ireland
777,Cork,Ireland
778,TelAwiw-Jafa,Israel
779,PetahTikwa,Israel
780,Ilut,Israel
781,Herzliya,Israel
782,Netanya,Israel
783,TelAwiw-Jafa,Israel
784,Haifa,Israel
785,Jerusalem,Israel
786,Nazareth,Israel
787,Beersheba,Israel
788,Ashdod,Israel
789,Turin,Italy
790,Piza,Italy
791,Udine,Italy
792,ReggioEmilia,Italy
793,Cagliari,Italy
794,Modena,Italy
795,Chioggia,Italy
796,Catania,Italy
797,Salerno,Italy
798,Livorno,Italy
799,Florence,Italy
800,Siena,Italy
801,Bergamo,Italy
802,Frosinone,Italy
803,Monza,Italy
804,Empoli,Italy
805,AscoliPiceno,Italy
806,Turin,Italy
807,Frosinone,Italy
808,Mantua,Italy
809,Cesena,Italy
810,Parma,Italy
811,Taranto,Italy
812,Padova,Italy
813,Turin,Italy
814,Varese,Italy
815,Como,Italy
816,Terni,Italy
817,Genoa,Italy
818,Verona,Italy
819,Brescia,Italy
820,Triest,Italy
821,Rome,Italy
822,ReggioCalabria,Italy
823,Ferrara,Italy
824,Avellino,Italy
825,Cittadella,Italy
826,Venice,Italy
827,Foggia,Italy
828,Trapani,Italy
829,Fano,Italy
830,Perugia,Italy
831,Bologna,Italy
832,Palermo,Italy
833,Messina,Italy
834,Bari,Italy
835,Neapol,Italy
836,Milan,Italy
837,Cagliari,Italy
838,Novara,Italy
839,Vercelli,Italy
840,Lecce,Italy
841,Abidjan,IvoryCoast
842,Chofu(Tokyo),Japan
843,Sapporo,Japan
844,Osaka,Japan
845,Tosu,Japan
846,Hiroshima,Japan
847,Hakodate,Japan
848,Okayama,Japan
849,Fukuroi,Japan
850,Ichihara,Japan
851,Kashiwa,Japan
852,Ichihara,Japan
853,Kashima,Japan
854,Kashiwa,Japan
855,Osaka,Japan
856,SetagayaWard,Japan
857,Kumagaya,Japan
858,Fukuoka,Japan
859,Machida,Japan
860,Marugame,Japan
861,Matsumoto,Japan
862,Kitakyushu,Japan
863,Nagano,Japan
864,Rifu,Japan
865,Gifu,Japan
866,Isahaya,Japan
867,Tendō,Japan
868,Yokohama,Japan
869,Niigata,Japan
870,Matsuyama,Japan
871,Kyoto,Japan
872,Yokohama,Japan
873,Kobe,Japan
874,Oita,Japan
875,Saitama,Japan
876,Shimizu-Miho,Japan
877,Urawa,Japan
878,Sapporo,Japan
879,Gunma,Japan
880,Hiratsuka,Japan
881,Sendai,Japan
882,Suita,Japan
883,Utsunomiya,Japan
884,Kawasaki,Japan
885,Toyama,Japan
886,Toyota,Japan
887,Kumamoto,Japan
888,Kobe,Japan
889,Urawa,Japan
890,Iwata,Japan
891,Osaka,Japan
892,Amman,Jordan
893,Zarqa,Jordan
894,Astana,Kazakhstan
895,Almaty,Kazakhstan
896,Shymkent,Kazakhstan
897,Astana,Kazakhstan
898,Taldykorgan,Kazakhstan
899,Nakuru,Kenya
900,Nairobi,Kenya
901,Al-Ardiya,Kuwait
902,Jahra,Kuwait
903,Salmiya,Kuwait
904,Vientiane,Laos
905,Daugavpils,Latvia
906,Riga,Latvia
907,Liepāja,Latvia
908,Riga,Latvia
909,Liepāja,Latvia
910,Riga,Latvia
911,Ventspils,Latvia
912,Jelgava,Latvia
913,Beirut,Lebanon
914,Sidon,Lebanon
915,Maseru,Lesotho
916,Panevėžys,Lithuania
917,Vilnius,Lithuania
918,Pakruojis,Lithuania
919,Kaunas,Lithuania
920,Šiauliai,Lithuania
921,Marijampolė,Lithuania
922,Hesperange,Luxemburg
923,Luxembourg,Luxemburg
924,Differdange,Luxemburg
925,Esch-sur-Alzette,Luxemburg
926,Dudelange,Luxemburg
927,Luxembourg,Luxemburg
928,Rumelange,Luxemburg
929,Differdange,Luxemburg
930,Grevenmacher,Luxemburg
931,Bitola,Macedonia
932,Skopje,Macedonia
933,Prilep,Macedonia
934,Struga,Macedonia
935,Kičevo,Macedonia
936,Tetovo,Macedonia
937,Skopje,Macedonia
938,Lilongwe,Malawi
939,BukitJalil,Malaysia
940,Kuantan,Malaysia
941,PasirGudang,Malaysia
942,JohorBahru,Malaysia
943,KotaKinabalu,Malaysia
944,Selayang,Malaysia
945,PetalingJaya,Malaysia
946,ShahAlam,Malaysia
947,Bamako,Mali
948,Ta’Qali,Malta
949,Paola,Malta
950,Ta’Qali,Malta
951,Ħamrun,Malta
952,Guadalajara,Mexico
953,Zacatepec,Mexico
954,Zapopan,Mexico
955,Toluca,Mexico
956,SanLuísPotosí,Mexico
957,Cancún,Mexico
958,MexicoCity,Mexico
959,Netzahualcóyotl,Mexico
960,Culiacán,Mexico
961,Guadeloupe,Mexico
962,Aquascalientes,Mexico
963,Tijuana,Mexico
964,Puebla,Mexico
965,Guadalajara,Mexico
966,LaPiedad,Mexico
967,Querétaro,Mexico
968,León,Mexico
969,BocadelRio,Mexico
970,CiudadVictoria,Mexico
971,Pachuca,Mexico
972,Morelia,Mexico
973,Toluca,Mexico
974,MexicoCity,Mexico
975,Monterrey,Mexico
976,OaxacadeJuárez,Mexico
977,Torreon,Mexico
978,SanNicolásdelosGarza,Mexico
979,Puebla,Mexico
980,TuxtlaGutiérrez,Mexico
981,Aquascalientes,Mexico
982,Tiraspol,Moldova
983,Kishinev,Moldova
984,Tiraspol,Moldova
985,Kishinev,Moldova
986,Podgorica,Montenegro
987,Fes,Morocco
988,Agadir,Morocco
989,Mohammedia,Morocco
990,Oujda,Morocco
991,Meknes,Morocco
992,Rabat,Morocco
993,Marrakech,Morocco
994,Tangier,Morocco
995,Khemisset,Morocco
996,Khouribga,Morocco
997,ElJadida,Morocco
998,Safi,Morocco
999,Fes,Morocco
1000,AlHoceima,Morocco
1001,Casablanca,Morocco
1002,Rabat,Morocco
1003,Kenitra,Morocco
1004,Tetouan,Morocco
1005,Maputo,Mozambique
1006,Kathmandu,Nepal
1007,Heerenven,Netherlands
1008,Alkmaar,Netherlands
1009,Leeuwarden,Netherlands
1010,Deventer,Netherlands
1011,Maastricht,Netherlands
1012,Enschede,Netherlands
1013,Venlo,Netherlands
1014,Emmen,Netherlands
1015,Oss,Netherlands
1016,Arnhem,Netherlands
1017,Nijmegen,Netherlands
1018,Groningen,Netherlands
1019,Amsterdam,Netherlands
1020,Tilburg,Netherlands
1021,Volendam,Netherlands
1022,Hague,Netherlands
1023,Helmond,Netherlands
1024,Zwolle,Netherlands
1025,Waalwijk,Netherlands
1026,Amsterdam,Netherlands
1027,Kerkrade,Netherlands
1028,Eindhoven,Netherlands
1029,Breda,Netherlands
1030,Rotterdam,Netherlands
1031,Groesbeek,Netherlands
1032,Naaldwijk,Netherlands
1033,Spakenburg,Netherlands
1034,Utrecht,Netherlands
1035,Voorburg,Netherlands
1036,Rotterdam,Netherlands
1037,Utrecht,Netherlands
1038,Almelo,Netherlands
1039,Rotterdam,Netherlands
1040,Velsen-Zuid,Netherlands
1041,Sittard,Netherlands
1042,Auckland,NewZeland
1043,Dunedin,NewZeland
1044,Wellington,NewZeland
1045,Abuja,Nigeria
1046,Uyo,Nigeria
1047,Pyongyang,NorthKorea
1048,Belfast,NorthernIreland
1049,Molde,Norway
1050,Tromsø,Norway
1051,Lillestrøm,Norway
1052,Bodø,Norway
1053,Oslo,Norway
1054,Bergen,Norway
1055,Ålesund,Norway
1056,Henningsvær,Norway
1057,Oslo,Norway
1058,Sandefjord,Norway
1059,Trondheim,Norway
1060,Drammen,Norway
1061,Bærum,Norway
1062,Sarpsborg,Norway
1063,Kristiansand,Norway
1064,Strømmen,Norway
1065,Fornebu,Norway
1066,Oslo,Norway
1067,Stavanger,Norway
1068,Salalah,Oman
1069,Seeb,Oman
1070,Sohar,Oman
1071,Sur,Oman
1072,PedroJuanCaballero,Paraguay
1073,Asunción,Paraguay
1074,Luque,Paraguay
1075,Asunción,Paraguay
1076,PedroJuanCaballero,Paraguay
1077,Lima,Peru
1078,Cusco,Peru
1079,Callao,Peru
1080,Lima,Peru
1081,Ate,Peru
1082,Częstochowa,Poland
1083,Lublin,Poland
1084,Zabrze,Poland
1085,Zagan,Poland
1086,Zabki,Poland
1087,Bełchatów,Poland
1088,Wroclaw,Poland
1089,Boguchwała,Poland
1090,Uniejów,Poland
1091,Toruń,Poland
1092,Gdynia,Poland
1093,Warsaw,Poland
1094,Turek,Poland
1095,Słupsk,Poland
1096,Leszno,Poland
1097,Wronki,Poland
1098,Szczecin,Poland
1099,Katowice,Poland
1100,Krakow,Poland
1101,Koszalin,Poland
1102,Bielsko-Biała,Poland
1103,Bukowno,Poland
1104,Radom,Poland
1105,Barlinek,Poland
1106,Nieciecza,Poland
1107,Wyszków,Poland
1108,Bytow,Poland
1109,Gliwice,Poland
1110,Kartuzy,Poland
1111,Opoczno,Poland
1112,Chelm,Poland
1113,Bydgoszcz,Poland
1114,Chojnice,Poland
1115,Głogów,Poland
1116,Krakow,Poland
1117,Babimost,Poland
1118,NowaRuda,Poland
1119,Jasło,Poland
1120,Olecko,Poland
1121,GrodziskWielkopolski,Poland
1122,Bytom,Poland
1123,Gdansk,Poland
1124,ZielonaGora,Poland
